Year,CSIRO Adjusted Sea Level,Lower Error Bound,Upper Error Bound,NOAA Adjusted Sea Level
3138,83.62290684055212,83.42290684055212,83.82290684055212,83.6590003990202
3139,83.2815162441733,83.0815162441733,83.4815162441733,83.24206014421934
3140,83.54019180314201,83.340191803142,83.74019180314201,83.51265415139474
3141,83.22988406246914,83.02988406246914,83.42988406246914,83.16668389322862
3142,83.76143121756844,83.56143121756844,83.96143121756845,83.73914018598875
3143,83.44208004318426,83.24208004318426,83.64208004318427,83.4906689138995
3144,84.46926419941623,84.26926419941623,84.66926419941623,84.31241522693949
3145,83.79743720806862,83.59743720806861,83.99743720806862,83.7780778351683
3146,83.39665224589147,83.19665224589147,83.59665224589148,83.50968259714504
3147,84.22435026641507,84.02435026641507,84.42435026641508,84.26004404489515
3148,83.50930693523843,83.30930693523842,83.70930693523843,83.59771076792654
3149,84.21950211663365,84.01950211663365,84.41950211663365,84.27943068025881
3150,83.99708417084366,83.79708417084366,84.19708417084367,83.99069731491856
3151,85.3314471276962,85.13144712769619,85.5314471276962,85.32777195555543
3152,83.94225240281123,83.74225240281123,84.14225240281124,83.99664942659828
3153,84.69984869802924,84.49984869802924,84.89984869802925,84.50112637326067
3154,84.92048102208416,84.72048102208416,85.12048102208416,85.03975553794524
3155,84.35895429313278,84.15895429313278,84.55895429313279,84.48425121011482
3156,85.50180475948503,85.30180475948502,85.70180475948503,85.41011961828437
3157,84.41076506472488,84.21076506472488,84.61076506472489,84.24483041070509
3158,84.99970326454319,84.79970326454318,85.19970326454319,84.88625608655524
3159,85.2273622785511,85.0273622785511,85.4273622785511,85.1471400581463
3160,85.31620146848378,85.11620146848378,85.51620146848379,85.42912391809196
3161,84.71350068313795,84.51350068313795,84.91350068313795,84.72560195110114
3162,84.25631851560631,84.0563185156063,84.45631851560631,84.31038333352598
3163,85.64971794984523,85.44971794984522,85.84971794984523,85.59331603928817
3164,84.9280235498866,84.7280235498866,85.1280235498866,84.9033497121681
3165,85.04204849380275,84.84204849380275,85.24204849380276,85.22104612210886
3166,85.55302041007832,85.35302041007832,85.75302041007832,85.39638948923483
3167,84.99247117573829,84.79247117573829,85.19247117573829,85.20797634613552
3168,85.99083719595265,85.79083719595265,86.19083719595265,86.0617559463049
3169,85.46299819471669,85.26299819471669,85.66299819471669,85.55808278578412
3170,85.49681839355698,85.29681839355698,85.69681839355698,85.58475665360304
3171,85.62537563917519,85.42537563917519,85.82537563917519,85.5799113479627
3172,85.61808457988951,85.41808457988951,85.81808457988951,85.5880029148319
3173,86.03322784352412,85.83322784352411,86.23322784352412,86.11891579398473
3174,86.02424409511637,85.82424409511637,86.22424409511638,86.04714753282349
3175,86.0141331616709,85.8141331616709,86.2141331616709,86.00998662116943
3176,86.74070526186753,86.54070526186753,86.94070526186754,86.80384575406877
3177,85.87723905809386,85.67723905809386,86.07723905809387,85.98346270903207
3178,85.42727097687785,85.22727097687785,85.62727097687785,85.5181213874408
3179,86.23198538366412,86.03198538366412,86.43198538366413,86.17774191328421
3180,86.53700934042367,86.33700934042366,86.73700934042367,86.57310316285775
3181,86.2725172952606,86.0725172952606,86.4725172952606,86.25907809209023
3182,86.74020560825963,86.54020560825963,86.94020560825963,86.6818543934435
3183,86.87637808339404,86.67637808339404,87.07637808339405,86.80529542379986
3184,86.77877952800756,86.57877952800756,86.97877952800756,86.71759223014799
3185,86.63842030028484,86.43842030028483,86.83842030028484,86.78528318366371
3186,86.73383912609177,86.53383912609176,86.93383912609177,86.64599409716594
3187,86.09232505965596,85.89232505965596,86.29232505965597,86.10064388870661
3188,86.787737165708,86.58773716570799,86.987737165708,86.77228715118213
3189,87.19359174165106,86.99359174165106,87.39359174165106,87.21277468237335
3190,87.0642563390959,86.8642563390959,87.26425633909591,86.9998459938203
3191,86.9488571163494,86.7488571163494,87.1488571163494,86.8859255651448
3192,87.60125423707501,87.40125423707501,87.80125423707501,87.79529130743997
3193,87.4861338803799,87.2861338803799,87.6861338803799,87.41812609546265
3194,87.9015793172262,87.70157931722619,88.1015793172262,87.83407076239615
3195,87.4060369016838,87.2060369016838,87.60603690168381,87.29264334738829
3196,87.19330906573693,86.99330906573692,87.39330906573693,87.14598828853977
3197,87.73179995785499,87.53179995785499,87.93179995785499,87.78625298090553
3198,87.97659202784988,87.77659202784987,88.17659202784988,88.10257860214195
3199,87.20070562853792,87.00070562853792,87.40070562853792,87.14387250384034
3200,87.40390151125108,87.20390151125108,87.60390151125108,87.41515427643175
3201,87.79492509091612,87.59492509091612,87.99492509091613,87.58607674889754
3202,88.30786401234617,88.10786401234617,88.50786401234618,88.14131221167189
3203,87.78753350449419,87.58753350449419,87.9875335044942,87.5918390656154
3204,88.3511236382212,88.1511236382212,88.5511236382212,88.37683922759311
3205,88.34880154573551,88.14880154573551,88.54880154573551,88.42480300733843
3206,88.97682974517616,88.77682974517616,89.17682974517616,88.89703807223052
3207,87.90358304684021,87.70358304684021,88.10358304684021,87.8470565687303
3208,88.7444050480392,88.5444050480392,88.9444050480392,88.60983193915682
3209,88.48878376085482,88.28878376085481,88.68878376085482,88.50203190575431
3210,88.38400067355298,88.18400067355297,88.58400067355298,88.29757928028434
3211,88.90760013476877,88.70760013476877,89.10760013476877,89.05124514103781
3212,88.93680721781212,88.73680721781211,89.13680721781212,89.02248156521284
3213,88.60926981367892,88.40926981367892,88.80926981367892,88.60158483813943
3214,89.07875221926749,88.87875221926748,89.27875221926749,89.18422188957534
3215,89.26759928420336,89.06759928420335,89.46759928420336,89.25519016949202
3216,89.45315876042301,89.253158760423,89.65315876042301,89.4427330579243
3217,89.63869569663454,89.43869569663454,89.83869569663455,89.51936333091928
3218,89.1927835196707,88.9927835196707,89.3927835196707,89.23645171033819
3219,89.06000491895401,88.860004918954,89.26000491895401,89.06212596350895
3220,89.58390091688128,89.38390091688127,89.78390091688128,89.49146595719343
3221,89.12537849746931,88.92537849746931,89.32537849746932,89.20603611277784
3222,90.04803003484223,89.84803003484222,90.24803003484223,90.02050172585007
3223,89.13353161445299,88.93353161445299,89.333531614453,89.19413331545967
3224,89.82608269167504,89.62608269167504,90.02608269167504,89.79867011283395
3225,90.00621874964762,89.80621874964761,90.20621874964762,90.09008974624787
3226,90.1442453493361,89.9442453493361,90.3442453493361,89.99046133839474
3227,89.43908345772115,89.23908345772115,89.63908345772116,89.39486297498307
3228,89.88868489087035,89.68868489087035,90.08868489087035,89.73940355821912
3229,89.19073570678982,88.99073570678982,89.39073570678983,89.08154181435232
3230,89.8042901703616,89.6042901703616,90.0042901703616,89.58469798018727
3231,89.96912157016345,89.76912157016345,90.16912157016345,89.85764428215317
3232,90.20734068737714,90.00734068737714,90.40734068737714,90.24133035510324
3233,90.34673554066791,90.1467355406679,90.54673554066791,90.42008247459788
3234,90.3763965254586,90.1763965254586,90.5763965254586,90.52808004880889
3235,91.24237603194399,91.04237603194399,91.442376031944,91.39154441002263
3236,89.89388595781432,89.69388595781432,90.09388595781432,89.95857345570624
3237,90.98136365579202,90.78136365579202,91.18136365579203,91.0855358017441
3238,90.99812039497293,90.79812039497293,91.19812039497293,90.95519447801155
3239,90.73267780004493,90.53267780004492,90.93267780004493,90.68620037158894
3240,90.33304944089636,90.13304944089636,90.53304944089636,90.43925164495262
3241,90.5269611975368,90.3269611975368,90.72696119753681,90.51467415317532
3242,91.10929936276358,90.90929936276358,91.30929936276358,90.98681304054854
3243,91.4928837053374,91.2928837053374,91.69288370533741,91.46295139633094
3244,91.34229169820469,91.14229169820469,91.54229169820469,91.34185508604241
3245,91.28767913183758,91.08767913183758,91.48767913183758,91.26961601435637
3246,91.40316394673054,91.20316394673054,91.60316394673055,91.37654546797741
3247,91.27319772147443,91.07319772147443,91.47319772147443,91.15283390826079
3248,91.5799208326544,91.37992083265439,91.7799208326544,91.57789334618204
3249,91.2267368397511,91.0267368397511,91.4267368397511,91.16448545835362
3250,91.74891247629371,91.54891247629371,91.94891247629371,91.67510305606153
3251,91.87728540345189,91.67728540345189,92.0772854034519,91.92568625014636
3252,91.31000104158785,91.11000104158785,91.51000104158786,91.2048148776333
3253,91.99057742968293,91.79057742968293,92.19057742968293,92.12135435593015
3254,92.32322670735758,92.12322670735757,92.52322670735758,92.53555805575756
3255,91.34041483512338,91.14041483512338,91.54041483512339,91.41332017971239
3256,91.64240087797883,91.44240087797883,91.84240087797883,91.56477697441707
3257,93.19877850112995,92.99877850112995,93.39877850112995,93.2931742115425
3258,92.13538720918488,91.93538720918488,92.33538720918489,92.21414627102858
3259,92.03493237049503,91.83493237049503,92.23493237049503,92.04192054356889
3260,91.72046410333857,91.52046410333857,91.92046410333857,91.73914332081617
3261,92.51201518584173,92.31201518584173,92.71201518584174,92.5826863528862
3262,92.16833160015203,91.96833160015203,92.36833160015203,92.12753320030069
3263,92.83004430756596,92.63004430756595,93.03004430756596,92.93532014069119
3264,92.53270192728935,92.33270192728935,92.73270192728936,92.57022370606894
3265,92.61172094042217,92.41172094042217,92.81172094042218,92.61217584618278
3266,92.49517708455399,92.29517708455398,92.69517708455399,92.52581939287707
3267,92.78106991222819,92.58106991222819,92.9810699122282,92.66025725149265
3268,92.93745625546552,92.73745625546552,93.13745625546552,93.0652026869259
3269,93.05250756576832,92.85250756576832,93.25250756576833,92.91117328809017
3270,93.10447599790994,92.90447599790994,93.30447599790995,93.0688453375915
3271,93.65010486555659,93.45010486555658,93.85010486555659,93.57208666954874
3272,93.8549293048688,93.6549293048688,94.0549293048688,93.71687374268868
3273,93.13889788419178,92.93889788419177,93.33889788419178,93.1354319505296
3274,93.29963098235997,93.09963098235997,93.49963098235997,93.42732123181977
3275,93.19242237594214,92.99242237594214,93.39242237594215,93.36144133906936
3276,93.91906911056732,93.71906911056732,94.11906911056732,93.97621919198745
3277,93.31819582086995,93.11819582086994,93.51819582086995,93.32578433631542
3278,93.90247131899086,93.70247131899086,94.10247131899087,94.01896369112589
3279,93.81937432492153,93.61937432492152,94.01937432492153,93.65259079851613
3280,93.9793525457096,93.7793525457096,94.1793525457096,93.96487319314853
3281,94.04657941158386,93.84657941158386,94.24657941158387,94.160480104463
3282,93.58991287801408,93.38991287801407,93.78991287801408,93.55439503590026
3283,94.13564023424429,93.93564023424429,94.3356402342443,94.11921891902156
3284,94.07498894059164,93.87498894059163,94.27498894059164,94.17776229210072
3285,93.99046203036193,93.79046203036192,94.19046203036193,93.97527656245944
3286,94.25421018098383,94.05421018098383,94.45421018098384,94.09810483352321
3287,94.42896681235426,94.22896681235426,94.62896681235426,94.45612109172755
3288,94.15544199838789,93.95544199838788,94.35544199838789,94.23226674017842
3289,93.88606287216649,93.68606287216649,94.0860628721665,93.74973754687798
3290,94.5868149308453,94.3868149308453,94.78681493084531,94.6140545042183
3291,95.1290376489247,94.92903764892469,95.3290376489247,94.98575530399887
3292,95.15290375725196,94.95290375725196,95.35290375725197,95.16151669901005
3293,94.56250327100706,94.36250327100706,94.76250327100706,94.76759889165692
3294,94.37943866742432,94.17943866742432,94.57943866742433,94.49353470808404
3295,95.39238836695878,95.19238836695878,95.59238836695879,95.28180125442323
3296,95.1333157318529,94.9333157318529,95.3333157318529,95.16595535189882
3297,95.18092968824782,94.98092968824781,95.38092968824782,95.07486858165555
3298,95.1680247921908,94.9680247921908,95.36802479219081,95.1453612213247
3299,94.9264077884901,94.72640778849009,95.1264077884901,94.88656545398224
3300,95.01098363060879,94.81098363060879,95.2109836306088,94.98697711679517
3301,95.27362979842749,95.07362979842749,95.4736297984275,95.17794451530779
3302,96.06827864408322,95.86827864408322,96.26827864408322,96.07674103133668
3303,95.52095417905639,95.32095417905639,95.72095417905639,95.53733083570697
3304,95.23658496840228,95.03658496840228,95.43658496840229,95.25297932444148
3305,96.12297698096638,95.92297698096638,96.32297698096639,96.22584522188582
3306,95.94916373310778,95.74916373310778,96.14916373310778,95.90124618681516
3307,95.95011240732565,95.75011240732564,96.15011240732565,95.91221789066299
3308,95.55896156762245,95.35896156762244,95.75896156762245,95.5918441550254
3309,96.1019463190432,95.90194631904319,96.3019463190432,96.03270238264206
3310,96.42769046004295,96.22769046004295,96.62769046004296,96.48055974911173
3311,95.37265900744383,95.17265900744383,95.57265900744383,95.30041546150606
3312,95.77995590015014,95.57995590015014,95.97995590015014,95.94099592881386
3313,96.68636491775132,96.48636491775132,96.88636491775132,96.5551891973927
3314,95.93733534083731,95.7373353408373,96.13733534083731,95.88811006416184
3315,96.5379886568629,96.33798865686289,96.7379886568629,96.48998458016699
3316,95.93860690257026,95.73860690257025,96.13860690257026,95.85817827632913
3317,97.00005326059508,96.80005326059508,97.20005326059508,97.06982135770043
3318,96.28552921140111,96.08552921140111,96.48552921140111,96.29541084649388
3319,96.56565764061432,96.36565764061432,96.76565764061432,96.7441087899244
3320,96.35021093792841,96.1502109379284,96.55021093792841,96.43375526541881
3321,96.96875875885623,96.76875875885622,97.16875875885623,96.97255077910806
3322,97.19870087164321,96.99870087164321,97.39870087164321,97.07013651041903
3323,97.28614960290982,97.08614960290981,97.48614960290982,97.17422906120225
3324,97.15402342058611,96.95402342058611,97.35402342058612,97.0971155086101
3325,96.78649991145997,96.58649991145997,96.98649991145997,96.68729283922474
3326,97.61473606044486,97.41473606044485,97.81473606044486,97.56539776862903
3327,96.8681594525029,96.66815945250289,97.0681594525029,96.82299281806847
3328,96.8996389312208,96.6996389312208,97.09963893122081,97.04691323998301
3329,97.51499418417677,97.31499418417677,97.71499418417677,97.5386121670544
3330,97.75184233737369,97.55184233737369,97.95184233737369,97.71206941037217
3331,97.27045998928006,97.07045998928005,97.47045998928006,97.29571689682516
3332,97.30879463268802,97.10879463268802,97.50879463268802,97.32615043669392
3333,97.89007588345468,97.69007588345468,98.09007588345469,97.92814629238192
3334,97.989019542275,97.789019542275,98.189019542275,98.01751040972997
3335,97.8064258642405,97.60642586424049,98.0064258642405,97.85336813504577
3336,97.23025424842324,97.03025424842323,97.43025424842324,97.26498906354513
3337,98.23358656516048,98.03358656516048,98.43358656516048,98.15556101350043
3338,98.12989980345574,97.92989980345574,98.32989980345575,98.13028840171793
3339,97.9772479236095,97.7772479236095,98.1772479236095,97.94750453599268
3340,98.1487369742,97.9487369742,98.34873697420001,98.13838759894902
3341,97.40265956918671,97.20265956918671,97.60265956918671,97.45202494063382
3342,98.10373885720347,97.90373885720346,98.30373885720347,98.1502662076773
3343,98.74793325923245,98.54793325923245,98.94793325923246,98.89712825581863
3344,97.960388229497,97.760388229497,98.160388229497,97.94889148602284
3345,98.13642762628706,97.93642762628706,98.33642762628706,98.22661028524631
3346,98.69601086633557,98.49601086633557,98.89601086633557,98.77725609465536
3347,98.61816057447865,98.41816057447865,98.81816057447865,98.61220993059064
3348,98.91957966719951,98.71957966719951,99.11957966719952,98.79008839759862
3349,99.06264487986135,98.86264487986135,99.26264487986136,99.01838294539456
3350,99.57301449667233,99.37301449667233,99.77301449667233,99.61901685356784
3351,99.12723829459438,98.92723829459437,99.32723829459438,99.11367288880281
3352,99.87677193391563,99.67677193391563,100.07677193391564,99.87172064003173
3353,99.49116397270463,99.29116397270462,99.69116397270463,99.40788668496117
3354,99.31308368430807,99.11308368430807,99.51308368430807,99.31502662066795
3355,99.25525362776656,99.05525362776656,99.45525362776657,99.32005250843588
3356,99.20359743012796,99.00359743012795,99.40359743012796,99.2534816050757
3357,98.87711026723908,98.67711026723907,99.07711026723908,98.58701516580753
3358,100.01861747723541,99.8186174772354,100.21861747723541,99.96191326520054
3359,99.62662920424053,99.42662920424053,99.82662920424053,99.67593736120759
3360,99.66084862171421,99.4608486217142,99.86084862171421,99.54543003881327
3361,98.85873670163927,98.65873670163927,99.05873670163928,98.69820687260439
3362,100.35882506800853,100.15882506800853,100.55882506800853,100.37849601287415
3363,100.36712204734617,100.16712204734617,100.56712204734617,100.47445595002084
3364,99.71890450979042,99.51890450979042,99.91890450979042,99.55868286718272
3365,101.09187495908677,100.89187495908676,101.29187495908677,101.19799185508134
3366,100.32588431887812,100.12588431887812,100.52588431887813,100.40460701887409
3367,100.44611781055596,100.24611781055596,100.64611781055596,100.30125041566988
3368,100.4469149041799,100.2469149041799,100.64691490417991,100.26687666682892
3369,100.29415713682522,100.09415713682522,100.49415713682522,100.0603125453094
3370,99.82180637465436,99.62180637465435,100.02180637465436,99.74395281497647
3371,101.1237534121402,100.9237534121402,101.3237534121402,101.33664680213629
3372,100.49342625164384,100.29342625164384,100.69342625164384,100.33039584611349
3373,101.22071044304452,101.02071044304452,101.42071044304453,101.52023582880989
3374,100.81063204549844,100.61063204549843,101.01063204549844,100.77962052636933
3375,99.8666607778401,99.6666607778401,100.0666607778401,99.7536824580777
3376,100.81049147029313,100.61049147029313,101.01049147029313,100.94747481896921
3377,101.01484199025056,100.81484199025056,101.21484199025056,100.97321448374478
3378,101.3652886242225,101.1652886242225,101.5652886242225,101.25680834955497
3379,100.89810169817898,100.69810169817897,101.09810169817898,100.69812248219634
3380,101.46268770228924,101.26268770228924,101.66268770228925,101.49336244107513
3381,100.845704407718,100.645704407718,101.045704407718,100.8506781806904
3382,100.76357013706583,100.56357013706582,100.96357013706583,100.8391222734876
3383,101.53680523719602,101.33680523719602,101.73680523719602,101.49337747373515
3384,102.46370253696885,102.26370253696885,102.66370253696886,102.29044824957717
3385,101.96156825420123,101.76156825420122,102.16156825420123,101.96587356235776
3386,101.08102398967115,100.88102398967115,101.28102398967116,101.06873314311385
3387,101.87818255459595,101.67818255459595,102.07818255459595,101.79675838789801
3388,101.46343351002922,101.26343351002922,101.66343351002922,101.58577261158872
3389,101.93724007411485,101.73724007411485,102.13724007411486,101.89419640792813
3390,102.32853049927785,102.12853049927784,102.52853049927785,102.36734525365718
3391,102.01614406675637,101.81614406675637,102.21614406675637,102.06534258297796
3392,102.31938328912099,102.11938328912099,102.519383289121,102.22647386827661
3393,101.8760581596939,101.6760581596939,102.0760581596939,101.86127094872653
3394,101.2798005251456,101.0798005251456,101.4798005251456,101.18242227093077
3395,101.40335668531,101.20335668531,101.60335668531,101.43212610081247
3396,102.99157884690088,102.79157884690088,103.19157884690088,102.92527037143059
3397,103.23914658149971,103.03914658149971,103.43914658149971,103.28407763899928
3398,102.95398591839354,102.75398591839354,103.15398591839354,102.93368105668647
3399,102.96602524313563,102.76602524313563,103.16602524313564,102.77524733001538
3400,102.97598935803951,102.77598935803951,103.17598935803952,102.74995182421985
3401,102.47117637748002,102.27117637748002,102.67117637748002,102.41531102360999
3402,103.38006246913486,103.18006246913485,103.58006246913486,103.38321438080453
3403,102.61368711087528,102.41368711087527,102.81368711087528,102.62449199308584
3404,103.03187984739756,102.83187984739756,103.23187984739756,103.03366424505442
3405,102.4868106816548,102.2868106816548,102.6868106816548,102.38158803314269
3406,103.65828791505437,103.45828791505437,103.85828791505438,103.83777707099226
3407,103.17197826121242,102.97197826121241,103.37197826121242,103.21971906550884
3408,103.4723912532904,103.2723912532904,103.6723912532904,103.47824730332647
3409,103.43691024339995,103.23691024339995,103.63691024339995,103.40491317069426
3410,102.5423783539785,102.3423783539785,102.74237835397851,102.62792119016088
3411,103.31917376780476,103.11917376780475,103.51917376780476,103.3638535500659
3412,103.68601129640987,103.48601129640987,103.88601129640988,103.65468832641112
3413,104.5520974180844,104.3520974180844,104.7520974180844,104.50327370021465
3414,103.65637881909576,103.45637881909576,103.85637881909577,103.59519491053692
3415,103.83988337539635,103.63988337539635,104.03988337539636,104.07650752204627
3416,104.0415456013037,103.8415456013037,104.2415456013037,103.91471830358363
3417,103.1364900156616,102.93649001566159,103.3364900156616,103.24541694664761
3418,104.78663792915947,104.58663792915947,104.98663792915947,104.66608064400128
3419,104.4860112379106,104.2860112379106,104.6860112379106,104.62585704269006
3420,104.19271613392347,103.99271613392347,104.39271613392347,104.13036060820554
3421,104.25063580105699,104.05063580105698,104.45063580105699,104.03171056210358
3422,104.49792179028847,104.29792179028847,104.69792179028848,104.50630017202737
3423,103.64514505366738,103.44514505366737,103.84514505366738,103.60747922271393
3424,104.82925171785935,104.62925171785935,105.02925171785935,104.86034119986016
3425,104.64204591292085,104.44204591292085,104.84204591292085,104.88570540669703
3426,104.7655416774416,104.5655416774416,104.9655416774416,104.79054453089084
3427,104.87768594483461,104.67768594483461,105.07768594483461,104.99245667628384
3428,105.05732219275141,104.85732219275141,105.25732219275142,105.16421587235861
3429,104.4774615588462,104.2774615588462,104.6774615588462,104.38738113530417
3430,103.9959939462912,103.79599394629119,104.1959939462912,104.18394724701574
3431,105.65476895589883,105.45476895589883,105.85476895589883,105.65714032689701
3432,104.37812901475885,104.17812901475885,104.57812901475886,104.42155343248386
3433,105.20050770545443,105.00050770545442,105.40050770545443,105.29540508603677
3434,104.7689253293305,104.5689253293305,104.9689253293305,104.79447508746762
3435,105.44697835861992,105.24697835861991,105.64697835861992,105.16787539327836
3436,105.81849932155059,105.61849932155059,106.01849932155059,105.6721856849742
3437,105.2290632104502,105.0290632104502,105.42906321045021,105.15192861115428
3438,105.69729044552425,105.49729044552424,105.89729044552425,105.75864348807785
3439,105.51094284768445,105.31094284768444,105.71094284768445,105.41874138564586
3440,106.59815525642644,106.39815525642643,106.79815525642644,106.52401137561174
3441,105.92386225992058,105.72386225992058,106.12386225992059,105.89277383855008
3442,106.14675801674511,105.94675801674511,106.34675801674511,106.1837416825583
3443,105.51838030807914,105.31838030807914,105.71838030807915,105.61727934455766
3444,106.08542952300921,105.88542952300921,106.28542952300921,106.02115775327785
3445,106.62025651668257,106.42025651668257,106.82025651668258,106.7203349760114
3446,105.72981863086086,105.52981863086086,105.92981863086086,105.77394314092479
3447,107.28231421584383,107.08231421584382,107.48231421584383,107.29340898555499
3448,106.19979668090582,105.99979668090582,106.39979668090582,106.21947669449213
3449,106.32918585750406,106.12918585750405,106.52918585750406,106.4668540643176
3450,106.21832259563044,106.01832259563044,106.41832259563044,106.07524443642573
3451,107.26411359738076,107.06411359738075,107.46411359738076,107.47108185049561
3452,106.42493693031365,106.22493693031365,106.62493693031365,106.43720804179476
3453,107.54976787905184,107.34976787905184,107.74976787905184,107.72402605493454
3454,107.48680543999693,107.28680543999693,107.68680543999693,107.60641817765666
3455,106.22388255963149,106.02388255963149,106.4238825596315,106.19837990377043
3456,107.45529942641726,107.25529942641725,107.65529942641726,107.51032645111881
3457,107.5111339613475,107.3111339613475,107.7111339613475,107.51547708915582
3458,107.18059064063482,106.98059064063482,107.38059064063482,107.3100723867384
3459,107.1438556558092,106.9438556558092,107.34385565580921,107.15840520976327
3460,106.88149649092537,106.68149649092537,107.08149649092537,106.85338751357044
3461,107.81201115355276,107.61201115355276,108.01201115355276,107.66492524075699
3462,107.41876410600068,107.21876410600068,107.61876410600068,107.30909392068392
3463,107.68232232946023,107.48232232946023,107.88232232946024,107.62325803006028
3464,107.92142107146472,107.72142107146472,108.12142107146472,108.10251648560062
3465,107.4793165414881,107.2793165414881,107.6793165414881,107.5989770945166
3466,107.16537553587288,106.96537553587288,107.36537553587289,107.12239864852923
3467,107.88563170563641,107.68563170563641,108.08563170563642,107.99812071611059
3468,108.15452617275879,107.95452617275879,108.3545261727588,107.99858933083223
3469,108.2479004512241,108.0479004512241,108.4479004512241,108.38238138366223
3470,107.55514659930117,107.35514659930116,107.75514659930117,107.62446667397259
3471,108.27959117774009,108.07959117774008,108.47959117774009,108.24370451473776
3472,107.63691025074795,107.43691025074794,107.83691025074795,107.64986726879587
3473,107.96586539369487,107.76586539369487,108.16586539369487,108.10378871737048
3474,107.78086202418851,107.5808620241885,107.98086202418851,107.57355952321622
3475,108.73597372222933,108.53597372222933,108.93597372222933,108.87829903201997
3476,108.99062442384646,108.79062442384645,109.19062442384646,108.89941696462012
3477,108.1685302151218,107.9685302151218,108.36853021512181,108.16479598510165
3478,108.61399141919115,108.41399141919115,108.81399141919115,108.29348361648161
3479,108.94983564989036,108.74983564989036,109.14983564989036,108.9048206077369
3480,108.86518618632223,108.66518618632223,109.06518618632224,108.68617957669302
3481,108.63370026551367,108.43370026551366,108.83370026551367,108.73679183661127
3482,108.86315049252516,108.66315049252516,109.06315049252517,108.84929802864458
3483,109.26861177347719,109.06861177347719,109.46861177347719,109.25000015359706
3484,109.09702977865334,108.89702977865333,109.29702977865334,108.92460278393281
3485,109.33335563289525,109.13335563289525,109.53335563289525,109.10334340711208
3486,108.90383124542416,108.70383124542415,109.10383124542416,108.83350691969028
3487,108.92172338346055,108.72172338346054,109.12172338346055,109.08379754142955
3488,110.11405985015095,109.91405985015095,110.31405985015095,110.22892933347917
3489,109.14286527500792,108.94286527500792,109.34286527500792,109.20350782627357
3490,109.66021455532731,109.46021455532731,109.86021455532732,109.69386814726673
3491,109.89816370635461,109.6981637063546,110.09816370635461,109.81853426742383
3492,108.95010776114822,108.75010776114821,109.15010776114822,108.9693175117745
3493,109.8992070783713,109.6992070783713,110.09920707837131,109.92279619616583
3494,110.7475234263522,110.5475234263522,110.9475234263522,110.7323023040913
3495,109.04322747551488,108.84322747551488,109.24322747551489,108.96089730686867
3496,110.13020343955634,109.93020343955634,110.33020343955634,110.12433163570769
3497,109.71914653408274,109.51914653408274,109.91914653408274,109.6919485105688
3498,109.81497416867829,109.61497416867829,110.0149741686783,109.67982761114959
3499,110.74109015537269,110.54109015537269,110.94109015537269,110.80832643554774
3500,109.87037575049763,109.67037575049763,110.07037575049763,109.65211002638407
3501,110.66575136498105,110.46575136498105,110.86575136498105,110.67253011825622
3502,109.91040214752871,109.71040214752871,110.11040214752872,109.71694237520258
3503,110.6230814639758,110.42308146397579,110.8230814639758,110.56938690369428
3504,110.30049572336931,110.1004957233693,110.50049572336931,110.10799035646326
3505,110.4950373470435,110.2950373470435,110.69503734704351,110.55722850457182
3506,110.83822684197189,110.63822684197189,111.03822684197189,110.86309521849122
3507,110.72599479639065,110.52599479639065,110.92599479639065,110.83613047233915
3508,110.67038983234114,110.47038983234114,110.87038983234115,110.60986041168557
3509,110.63555910772556,110.43555910772555,110.83555910772556,110.40133465003723
3510,111.41277333799108,111.21277333799108,111.61277333799109,111.62237238135748
3511,111.49099091361073,111.29099091361073,111.69099091361073,111.59445087899671
3512,111.23387666759355,111.03387666759355,111.43387666759355,111.23712160361997
3513,111.74650750986078,111.54650750986077,111.94650750986078,111.62562656951988
3514,111.37797743487477,111.17797743487476,111.57797743487477,111.38984253737674
3515,111.4274694627007,111.2274694627007,111.6274694627007,111.48459854997394
3516,111.66712886849824,111.46712886849824,111.86712886849824,111.56900578774882
3517,111.98854499016419,111.78854499016418,112.18854499016419,112.13246306528906
3518,111.8622742216539,111.6622742216539,112.06227422165391,111.83645535661988
3519,111.81407575452111,111.61407575452111,112.01407575452112,111.75504575323328
3520,112.06220781003366,111.86220781003365,112.26220781003366,111.99902509170352
3521,112.1100392915159,111.9100392915159,112.3100392915159,112.19535423402722
3522,112.11064676535331,111.9106467653533,112.31064676535331,112.07563664422717
3523,112.27294914841988,112.07294914841988,112.47294914841989,112.32677303340422
3524,111.86002961535486,111.66002961535486,112.06002961535486,111.84189248483413
3525,112.12745514313053,111.92745514313053,112.32745514313054,112.27623292880175
3526,112.32472845687874,112.12472845687874,112.52472845687875,112.38692988617302
3527,112.5157879639387,112.3157879639387,112.71578796393871,112.2971535106586
3528,112.54162898749762,112.34162898749761,112.74162898749762,112.53371253073603
3529,112.06968508377466,111.86968508377466,112.26968508377466,112.08708302206173
3530,112.58441989926833,112.38441989926832,112.78441989926833,112.58881770579106
3531,113.7152384898613,113.5152384898613,113.91523848986131,113.55935357321441
3532,112.89725928074441,112.6972592807444,113.09725928074441,112.95577001686243
3533,112.19582057658326,111.99582057658326,112.39582057658326,112.07670862812216
3534,113.2010353223116,113.0010353223116,113.4010353223116,113.21515508815742
3535,113.28311514627751,113.0831151462775,113.48311514627751,113.30473862014092
3536,112.96769322444526,112.76769322444525,113.16769322444526,112.90997822495677
