age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
53,Private,120007,Some-college,10,Married-civ-spouse,Sales,Unmarried,Black,Female,0,0,66,Cuba,>50K
20,Federal-gov,1384339,Bachelors,13,Separated,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,96,Cuba,<=50K
63,Private,806294,10th,6,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,0,0,93,United-States,<=50K
34,Private,1145333,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,76,El-Salvador,>50K
77,Private,1119229,Preschool,1,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,62,Mexico,<=50K
62,Federal-gov,122341,Assoc-voc,11,Divorced,Prof-specialty,Wife,Other,Female,0,0,32,England,<=50K
57,Private,829337,5th-6th,3,Divorced,Sales,Not-in-family,Other,Female,0,0,33,United-States,<=50K
20,Federal-gov,174775,Prof-school,15,Widowed,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,0,0,72,Cuba,<=50K
34,State-gov,1070180,Assoc-acdm,12,Divorced,Prof-specialty,Other-relative,Other,Male,0,0,17,India,<=50K
21,Private,1190015,11th,7,Separated,Tech-support,Wife,Amer-Indian-Eskimo,Female,0,0,17,Puerto-Rico,<=50K
21,Private,1077481,9th,5,Widowed,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,16,Mexico,>50K
66,Private,1294187,Assoc-voc,11,Separated,Adm-clerical,Not-in-family,Other,Male,0,0,73,Philippines,<=50K
79,Local-gov,450826,Masters,14,Separated,Prof-specialty,Wife,Other,Female,0,0,35,Puerto-Rico,>50K
29,State-gov,669860,Doctorate,16,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,0,0,33,United-States,<=50K
55,Local-gov,422176,Preschool,1,Widowed,Sales,Wife,White,Female,0,0,28,Mexico,>50K
49,Private,157046,Doctorate,16,Divorced,Tech-support,Other-relative,White,Female,0,0,96,Germany,<=50K
41,Private,292436,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,11,Germany,>50K
48,Federal-gov,637342,Doctorate,16,Separated,Exec-managerial,Other-relative,Other,Male,0,0,79,Canada,<=50K
80,Private,201529,1st-4th,2,Widowed,Sales,Not-in-family,Black,Male,0,0,79,Cuba,<=50K
64,Private,53362,Prof-school,15,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,26,Germany,<=50K
55,Private,1464195,1st-4th,2,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,56,United-States,<=50K
83,Private,241461,Assoc-voc,11,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,22,Philippines,<=50K
86,Self-emp-not-inc,1072395,Doctorate,16,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,17,Canada,<=50K
59,Private,194584,9th,5,Separated,Transport-moving,Own-child,Other,Male,0,0,91,Philippines,<=50K
57,Self-emp-not-inc,1124206,Bachelors,13,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Female,74316,3956,77,England,>50K
85,Private,869200,Doctorate,16,Separated,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,84,England,<=50K
31,Self-emp-inc,405449,Bachelors,13,Never-married,Tech-support,Unmarried,Other,Male,68694,3134,87,United-States,<=50K
89,Federal-gov,428487,Doctorate,16,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Female,0,0,85,Canada,<=50K
89,Private,327742,Some-college,10,Never-married,Sales,Wife,Black,Female,0,0,28,United-States,>50K
87,Local-gov,543184,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,0,0,96,England,<=50K
27,Private,972102,1st-4th,2,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,30,Canada,<=50K
57,Private,98328,Bachelors,13,Separated,Farming-fishing,Husband,White,Male,0,0,24,India,<=50K
29,Federal-gov,485182,Preschool,1,Divorced,Farming-fishing,Husband,White,Male,98752,2821,59,United-States,<=50K
27,Self-emp-inc,929083,Bachelors,13,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0,0,95,India,<=50K
50,Self-emp-inc,427650,Preschool,1,Divorced,Handlers-cleaners,Unmarried,Other,Female,0,0,96,Mexico,<=50K
56,Private,569146,Doctorate,16,Separated,Handlers-cleaners,Wife,Other,Female,0,0,36,Cuba,<=50K
26,Private,659913,11th,7,Divorced,Tech-support,Wife,Black,Female,0,0,13,United-States,>50K
72,Private,1375364,7th-8th,4,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,77,Canada,<=50K
89,Private,1001352,10th,6,Widowed,Transport-moving,Not-in-family,Black,Male,0,0,97,United-States,>50K
80,Private,793846,Prof-school,15,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,45,El-Salvador,<=50K
65,Self-emp-inc,506270,HS-grad,9,Never-married,Tech-support,Unmarried,Other,Male,0,0,90,Mexico,<=50K
19,Self-emp-not-inc,1053090,10th,6,Widowed,Tech-support,Unmarried,White,Male,0,0,82,Puerto-Rico,<=50K
44,Self-emp-not-inc,1277748,11th,7,Separated,Sales,Own-child,Asian-Pac-Islander,Male,0,0,57,El-Salvador,>50K
59,Private,950882,5th-6th,3,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0,0,53,El-Salvador,<=50K
43,Private,600488,Masters,14,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,94,Canada,<=50K
44,Private,1123966,Some-college,10,Never-married,Tech-support,Unmarried,Black,Male,0,0,57,Philippines,<=50K
26,Private,489470,Assoc-voc,11,Separated,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,13,Canada,>50K
65,Private,1415644,Preschool,1,Widowed,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,63,Puerto-Rico,<=50K
74,State-gov,72649,Preschool,1,Widowed,Farming-fishing,Husband,Black,Male,0,0,17,England,>50K
72,Private,284874,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,92,Puerto-Rico,<=50K
65,Private,940210,7th-8th,4,Never-married,Adm-clerical,Unmarried,Other,Female,0,0,42,United-States,<=50K
69,Private,614233,Some-college,10,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,68,Cuba,<=50K
29,Private,1370065,7th-8th,4,Widowed,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,35,Puerto-Rico,<=50K
62,State-gov,1364489,9th,5,Widowed,Exec-managerial,Wife,Black,Female,0,0,97,Canada,<=50K
66,Private,260738,5th-6th,3,Separated,Tech-support,Husband,White,Male,0,0,94,United-States,<=50K
38,Self-emp-inc,1296827,Preschool,1,Widowed,Prof-specialty,Wife,Black,Female,0,0,52,Puerto-Rico,>50K
69,Private,1140582,10th,6,Widowed,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,0,0,21,India,<=50K
38,Private,1118815,Some-college,10,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,54,Germany,<=50K
45,Private,153147,7th-8th,4,Divorced,Sales,Wife,Other,Female,0,0,25,El-Salvador,<=50K
53,Private,507922,Preschool,1,Separated,Farming-fishing,Wife,Black,Female,0,0,71,Mexico,<=50K
20,Private,1068112,5th-6th,3,Widowed,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,0,0,60,Mexico,<=50K
60,Private,512111,Prof-school,15,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,29,India,>50K
84,State-gov,805028,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,57,El-Salvador,<=50K
45,Private,53762,Prof-school,15,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,33,United-States,<=50K
35,Private,1117917,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,84,Puerto-Rico,<=50K
53,Private,1389834,12th,8,Widowed,Sales,Husband,Black,Male,0,0,70,Philippines,<=50K
74,Private,684067,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,0,96,Philippines,<=50K
29,Private,1163790,Masters,14,Never-married,Farming-fishing,Unmarried,White,Male,0,0,83,Canada,<=50K
45,Federal-gov,466691,Masters,14,Widowed,Prof-specialty,Unmarried,Black,Male,0,0,36,United-States,<=50K
74,Self-emp-not-inc,1070249,11th,7,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,0,0,52,El-Salvador,>50K
34,Self-emp-not-inc,782400,5th-6th,3,Never-married,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,74,England,<=50K
46,Private,180392,9th,5,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,0,28,Philippines,>50K
33,Self-emp-inc,1134164,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,20,Germany,<=50K
60,Federal-gov,204183,Masters,14,Divorced,Tech-support,Wife,White,Female,0,0,93,Mexico,<=50K
83,Private,758465,9th,5,Separated,Adm-clerical,Husband,Black,Male,0,0,54,Mexico,<=50K
63,Private,483636,10th,6,Widowed,Adm-clerical,Husband,Other,Male,0,0,93,Cuba,<=50K
82,Private,1159244,Doctorate,16,Separated,Prof-specialty,Husband,Black,Male,0,0,66,United-States,<=50K
77,Self-emp-not-inc,971097,Prof-school,15,Widowed,Farming-fishing,Own-child,Other,Female,0,0,75,Canada,<=50K
18,Private,179404,Prof-school,15,Widowed,Craft-repair,Unmarried,Black,Female,0,0,51,Germany,<=50K
27,Private,1496852,Assoc-voc,11,Widowed,Handlers-cleaners,Own-child,Black,Male,0,0,15,Cuba,<=50K
35,Private,220951,Assoc-acdm,12,Divorced,Transport-moving,Not-in-family,Other,Male,0,0,85,Philippines,<=50K
58,Private,51072,Assoc-voc,11,Divorced,Farming-fishing,Unmarried,White,Female,0,0,98,Canada,<=50K
51,Private,818101,7th-8th,4,Divorced,Handlers-cleaners,Wife,Black,Female,0,0,76,El-Salvador,<=50K
77,Private,137193,Preschool,1,Separated,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,0,0,90,Germany,<=50K
43,Private,214977,HS-grad,9,Widowed,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0,0,95,Germany,>50K
28,Federal-gov,642984,11th,7,Married-civ-spouse,Sales,Other-relative,Other,Male,0,0,23,El-Salvador,<=50K
72,Private,1175580,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,56,Philippines,<=50K
39,Self-emp-not-inc,384918,9th,5,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,84,Germany,<=50K
32,Self-emp-not-inc,1139227,9th,5,Widowed,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,27596,738,83,Puerto-Rico,<=50K
76,Private,1160574,12th,8,Married-civ-spouse,Craft-repair,Own-child,Black,Female,0,0,84,Puerto-Rico,<=50K
64,Private,1370557,Prof-school,15,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,61,England,<=50K
38,Private,561018,HS-grad,9,Divorced,Adm-clerical,Wife,Black,Female,0,0,32,El-Salvador,<=50K
71,Private,98818,9th,5,Divorced,Exec-managerial,Other-relative,Black,Female,40603,2591,29,El-Salvador,>50K
39,Private,149404,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Other,Male,0,0,68,United-States,<=50K
56,Private,679909,10th,6,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,60,Mexico,<=50K
57,Private,89126,1st-4th,2,Married-civ-spouse,Transport-moving,Wife,White,Female,41609,277,55,England,>50K
53,Self-emp-inc,470322,Doctorate,16,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,0,0,87,El-Salvador,<=50K
20,State-gov,728402,9th,5,Widowed,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,0,0,83,United-States,<=50K
70,Self-emp-inc,1452176,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,39,Philippines,<=50K
86,Private,1243010,1st-4th,2,Widowed,Sales,Unmarried,White,Female,0,0,37,Puerto-Rico,<=50K
50,Private,987720,Preschool,1,Married-civ-spouse,Craft-repair,Own-child,Other,Male,57474,3028,20,Cuba,>50K
57,Self-emp-inc,1179034,5th-6th,3,Married-civ-spouse,Farming-fishing,Other-relative,Black,Female,0,0,53,El-Salvador,>50K
59,Private,720273,12th,8,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,24,Germany,<=50K
24,Private,94426,11th,7,Never-married,Craft-repair,Not-in-family,Other,Female,0,0,87,India,<=50K
67,State-gov,932186,Bachelors,13,Separated,Sales,Other-relative,Amer-Indian-Eskimo,Male,0,0,73,United-States,<=50K
83,Self-emp-not-inc,265655,7th-8th,4,Divorced,Handlers-cleaners,Husband,Black,Male,0,0,57,England,<=50K
34,Private,1243678,Doctorate,16,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,44,United-States,>50K
18,Self-emp-not-inc,338145,Masters,14,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,0,0,18,Mexico,>50K
65,Private,909789,Bachelors,13,Divorced,Farming-fishing,Own-child,Black,Male,0,0,48,England,>50K
70,Private,944276,Preschool,1,Widowed,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,47,Philippines,<=50K
71,Self-emp-not-inc,1497519,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,90558,3555,41,Cuba,<=50K
60,Private,671594,HS-grad,9,Widowed,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,0,0,99,El-Salvador,>50K
65,Private,252622,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,85,United-States,<=50K
26,Private,282251,11th,7,Never-married,Farming-fishing,Husband,Black,Male,0,0,19,Mexico,<=50K
49,Federal-gov,408036,Prof-school,15,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,22,Germany,>50K
34,Private,1012113,Masters,14,Separated,Transport-moving,Wife,White,Female,0,0,41,El-Salvador,<=50K
29,Private,1247132,HS-grad,9,Widowed,Exec-managerial,Own-child,Black,Male,0,0,48,Mexico,<=50K
49,Private,229023,Some-college,10,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,30586,1724,23,Canada,>50K
80,Self-emp-inc,829556,9th,5,Separated,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,0,0,31,Philippines,<=50K
85,Private,1004934,Assoc-acdm,12,Separated,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,34,India,<=50K
36,Local-gov,1135508,Doctorate,16,Separated,Prof-specialty,Wife,Other,Female,0,0,81,United-States,>50K
29,Private,281200,Prof-school,15,Widowed,Exec-managerial,Wife,White,Female,0,0,17,Germany,>50K
20,Private,285471,Some-college,10,Divorced,Craft-repair,Unmarried,Black,Male,0,0,63,Cuba,<=50K
61,Federal-gov,1203503,Preschool,1,Separated,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,67,Germany,>50K
89,Private,1471143,12th,8,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,12030,1841,11,Mexico,<=50K
49,Private,377051,11th,7,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,73,Germany,<=50K
17,Self-emp-inc,558521,Masters,14,Widowed,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0,0,47,Cuba,>50K
44,Private,1206634,5th-6th,3,Divorced,Adm-clerical,Wife,White,Female,0,0,60,Philippines,<=50K
55,Self-emp-not-inc,384994,12th,8,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,32,Mexico,<=50K
30,Private,302269,Prof-school,15,Separated,Exec-managerial,Wife,Black,Female,0,0,79,Philippines,<=50K
58,Private,1089725,Preschool,1,Widowed,Sales,Unmarried,Black,Male,0,0,60,Germany,>50K
32,Self-emp-not-inc,1335773,Masters,14,Divorced,Transport-moving,Other-relative,Other,Female,36575,34,30,Philippines,<=50K
82,Private,987036,9th,5,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,87843,1254,96,England,<=50K
28,Self-emp-inc,1012985,7th-8th,4,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,73,El-Salvador,<=50K
78,Private,36154,Preschool,1,Widowed,Adm-clerical,Husband,Other,Male,0,0,87,Cuba,<=50K
59,Private,348184,5th-6th,3,Widowed,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,97,Mexico,<=50K
35,Private,1008906,Doctorate,16,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,60932,3613,35,Puerto-Rico,<=50K
88,Private,640740,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,73,El-Salvador,<=50K
35,Self-emp-not-inc,369627,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,99,Cuba,<=50K
31,State-gov,96106,Masters,14,Divorced,Handlers-cleaners,Own-child,Black,Female,0,0,81,England,>50K
86,Federal-gov,416920,7th-8th,4,Widowed,Adm-clerical,Husband,Black,Male,0,0,57,Canada,<=50K
41,Self-emp-not-inc,888743,1st-4th,2,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,37,Cuba,<=50K
24,Private,1016642,9th,5,Separated,Craft-repair,Wife,Other,Female,0,0,79,Mexico,<=50K
33,Federal-gov,1141985,Prof-school,15,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,67,Germany,<=50K
35,Private,333399,9th,5,Widowed,Farming-fishing,Unmarried,White,Female,78384,2113,65,Canada,<=50K
22,Private,645540,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,0,63,England,<=50K
21,Private,117408,11th,7,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,16,El-Salvador,<=50K
62,Private,27629,9th,5,Never-married,Tech-support,Wife,White,Female,0,0,78,Canada,<=50K
49,Private,931390,1st-4th,2,Never-married,Farming-fishing,Wife,White,Female,0,0,80,Puerto-Rico,<=50K
55,State-gov,974264,Masters,14,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
59,Private,347027,9th,5,Separated,Craft-repair,Wife,White,Female,0,0,26,United-States,<=50K
42,Federal-gov,398145,Prof-school,15,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,69,Puerto-Rico,<=50K
39,Private,998212,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,15,Philippines,>50K
63,Private,1126809,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,28,United-States,>50K
83,Private,1063736,Bachelors,13,Never-married,Prof-specialty,Own-child,Other,Male,40828,1046,83,India,<=50K
88,Private,369702,Bachelors,13,Widowed,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,45,Cuba,<=50K
28,State-gov,794221,5th-6th,3,Married-civ-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,0,0,53,England,<=50K
32,Self-emp-not-inc,315278,7th-8th,4,Widowed,Handlers-cleaners,Own-child,Other,Female,0,0,30,India,>50K
38,Federal-gov,1218473,HS-grad,9,Widowed,Tech-support,Husband,Other,Male,34659,3842,58,Germany,>50K
84,Self-emp-not-inc,1102355,1st-4th,2,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,92,Philippines,<=50K
37,Private,509763,Preschool,1,Separated,Farming-fishing,Unmarried,White,Male,0,0,13,United-States,>50K
51,Private,563114,11th,7,Divorced,Transport-moving,Wife,Other,Female,0,0,74,Canada,<=50K
24,Private,775495,Some-college,10,Never-married,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,0,0,71,El-Salvador,<=50K
28,Private,312134,HS-grad,9,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,68,Philippines,<=50K
19,Private,580036,12th,8,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,25,United-States,<=50K
41,Private,478997,Masters,14,Married-civ-spouse,Craft-repair,Not-in-family,Other,Female,0,0,25,Cuba,<=50K
55,Federal-gov,1370958,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,Other,Female,0,0,68,India,<=50K
70,Self-emp-inc,1223661,Doctorate,16,Never-married,Transport-moving,Unmarried,Other,Male,0,0,45,Philippines,<=50K
83,Private,1462138,Doctorate,16,Widowed,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,0,0,14,Cuba,<=50K
74,Private,243784,Masters,14,Married-civ-spouse,Transport-moving,Unmarried,White,Female,0,0,31,Mexico,<=50K
54,Local-gov,841136,9th,5,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo,Male,0,0,70,El-Salvador,<=50K
62,Private,460344,11th,7,Widowed,Tech-support,Wife,Other,Female,0,0,56,Philippines,<=50K
79,Self-emp-inc,69464,9th,5,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,98,Puerto-Rico,<=50K
84,Self-emp-not-inc,660188,Prof-school,15,Separated,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,0,0,77,Philippines,<=50K
86,Local-gov,812404,HS-grad,9,Separated,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,64,England,>50K
33,Private,264309,11th,7,Widowed,Exec-managerial,Unmarried,White,Male,0,0,47,Canada,<=50K
68,Self-emp-not-inc,700919,Preschool,1,Divorced,Farming-fishing,Wife,White,Female,0,0,61,Canada,>50K
20,Local-gov,1339263,Assoc-voc,11,Separated,Tech-support,Unmarried,White,Female,0,0,37,Philippines,>50K
69,Local-gov,635745,Assoc-acdm,12,Never-married,Tech-support,Husband,Black,Male,371,2000,51,Canada,<=50K
46,Federal-gov,292309,Preschool,1,Separated,Prof-specialty,Wife,White,Female,0,0,83,Cuba,<=50K
69,Private,665380,Preschool,1,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,60,Cuba,>50K
47,Private,766407,5th-6th,3,Separated,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,34,Mexico,>50K
32,Private,258130,7th-8th,4,Widowed,Craft-repair,Own-child,Other,Male,0,0,78,Canada,<=50K
63,Private,838678,Masters,14,Widowed,Sales,Not-in-family,Black,Female,0,0,86,United-States,<=50K
58,Self-emp-not-inc,41241,Bachelors,13,Divorced,Exec-managerial,Husband,Black,Male,0,0,28,Puerto-Rico,<=50K
29,Private,1231770,1st-4th,2,Separated,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,32,Germany,<=50K
86,Private,504039,5th-6th,3,Widowed,Farming-fishing,Not-in-family,Other,Male,0,0,95,Mexico,<=50K
19,Private,150686,Assoc-acdm,12,Separated,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,49,Germany,<=50K
83,Private,599544,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,93,India,<=50K
65,Private,1172369,Doctorate,16,Divorced,Handlers-cleaners,Wife,White,Female,0,0,83,El-Salvador,<=50K
81,Private,1059730,12th,8,Widowed,Farming-fishing,Wife,Other,Female,0,0,18,Canada,<=50K
65,Federal-gov,481814,12th,8,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,76,Philippines,>50K
32,Private,314290,Doctorate,16,Separated,Adm-clerical,Other-relative,Other,Female,0,0,67,England,<=50K
82,State-gov,1477071,11th,7,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,63075,1991,69,Philippines,<=50K
69,Private,299164,Some-college,10,Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,15,England,<=50K
64,Self-emp-inc,424044,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Female,0,0,88,El-Salvador,<=50K
69,Private,112191,Masters,14,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,82,United-States,<=50K
47,Private,729926,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Female,48121,258,82,United-States,>50K
68,Self-emp-not-inc,374067,HS-grad,9,Widowed,Exec-managerial,Own-child,Black,Female,0,0,33,El-Salvador,<=50K
89,Private,1014320,7th-8th,4,Widowed,Transport-moving,Own-child,Asian-Pac-Islander,Female,0,0,81,United-States,<=50K
34,Federal-gov,306324,10th,6,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,0,0,68,Mexico,<=50K
76,Private,1197603,HS-grad,9,Divorced,Farming-fishing,Other-relative,Other,Female,0,0,26,Germany,<=50K
60,Self-emp-inc,1043888,Preschool,1,Divorced,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,52,India,>50K
56,Private,1499837,Doctorate,16,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Male,0,0,59,England,<=50K
62,Private,1181099,Preschool,1,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,29,United-States,>50K
48,Private,209264,10th,6,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,19,India,<=50K
85,Private,1157363,10th,6,Separated,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,17,Germany,<=50K
67,Private,46252,1st-4th,2,Never-married,Transport-moving,Not-in-family,White,Female,0,0,50,Germany,<=50K
38,Self-emp-not-inc,908576,11th,7,Never-married,Tech-support,Other-relative,Black,Male,0,0,16,Cuba,>50K
78,Federal-gov,1431644,10th,6,Divorced,Adm-clerical,Not-in-family,Other,Female,0,0,96,Cuba,>50K
48,Private,721280,5th-6th,3,Separated,Prof-specialty,Unmarried,White,Male,0,0,13,Canada,>50K
35,Private,863605,1st-4th,2,Widowed,Handlers-cleaners,Wife,Black,Female,0,0,65,Puerto-Rico,<=50K
56,Private,486862,7th-8th,4,Never-married,Sales,Husband,Black,Male,0,0,13,Canada,<=50K
57,Private,1106233,7th-8th,4,Separated,Transport-moving,Wife,White,Female,0,0,72,Philippines,<=50K
28,Self-emp-not-inc,984221,Preschool,1,Married-civ-spouse,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,36,El-Salvador,<=50K
68,Local-gov,968826,Prof-school,15,Divorced,Exec-managerial,Own-child,White,Female,0,0,92,United-States,<=50K
44,Private,424936,Some-college,10,Separated,Sales,Own-child,Other,Male,0,0,69,Philippines,<=50K
83,Private,1064906,9th,5,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,84,Cuba,<=50K
19,Private,1370516,Bachelors,13,Never-married,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,0,0,96,Germany,<=50K
57,Private,1265782,7th-8th,4,Widowed,Transport-moving,Other-relative,Black,Female,0,0,67,Puerto-Rico,<=50K
36,Self-emp-not-inc,527805,9th,5,Separated,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,0,71,United-States,<=50K
65,Self-emp-inc,1328803,Bachelors,13,Separated,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,78,El-Salvador,<=50K
68,Local-gov,682710,12th,8,Never-married,Sales,Wife,Black,Female,0,0,82,India,<=50K
62,Private,1486429,Assoc-voc,11,Separated,Craft-repair,Husband,Other,Male,0,0,27,Cuba,<=50K
85,Private,943298,Doctorate,16,Separated,Adm-clerical,Other-relative,Other,Male,0,0,80,Puerto-Rico,<=50K
46,Private,227971,11th,7,Widowed,Craft-repair,Unmarried,White,Female,0,0,27,Philippines,<=50K
